SDTM Class,Domain,Variable Order,Class,Dataset Name,Variable Name,Variable Label,Type,CDISC CT Codelist Code(s),Codelist Submission Value(s),Described Value Domain(s),Value List,Role,Core,CDISC Notes
Findings,MK,17.0,Findings,MK,MKSTRESC,Character Result/Finding in Std Format,Char,,,,,Result Qualifier,Exp,"Contains the result value for all findings, copied or derived from MKORRES in a standard format or in standard units. MKSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in MKSTRESN. For example, if various tests have results ""NONE"", ""NEG"", and ""NEGATIVE"" in MKORRES and these results effectively have the same meaning, they could be represented in standard format in MKSTRESC as ""NEGATIVE""."
Findings,MK,18.0,Findings,MK,MKSTRESN,Numeric Result/Finding in Standard Units,Num,,,,,Result Qualifier,Perm,Used for continuous or numeric results or findings in standard format; copied in numeric format from MKSTRESC. MKSTRESN should store all numeric test results or findings.
Findings,MK,19.0,Findings,MK,MKSTRESU,Standard Units,Char,C71620,,,,Variable Qualifier,Perm,Standardized units used for MKSTRESC and MKSTRESN.
Findings,MK,20.0,Findings,MK,MKSTAT,Completion Status,Char,C66789,,,,Record Qualifier,Perm,"Used to indicate that a question was not asked or a test was not done, or that a test was attempted but did not generate a result. Should be null if a result exists in MKORRES."
Findings,MK,21.0,Findings,MK,MKREASND,Reason Not Done,Char,,,,,Record Qualifier,Perm,"Reason not done. Used in conjunction with MKSTAT when value is ""NOT DONE""."
Findings,MK,22.0,Findings,MK,MKLOC,Location Used for the Measurement,Char,C74456,,,,Record Qualifier,Exp,"Anatomical location of the subject relevant to the collection of the measurement. Examples: ""INTERPHALANGEAL JOINT 1"", ""SHOULDER JOINT""."
Findings,MK,23.0,Findings,MK,MKLAT,Laterality,Char,C99073,,,,Variable Qualifier,Perm,"Qualifier for anatomical location or specimen further detailing laterality. Examples: ""RIGHT"", ""LEFT"", ""BILATERAL""."
Findings,MK,24.0,Findings,MK,MKDIR,Directionality,Char,C99074,,,,Variable Qualifier,Perm,"Qualifier for anatomical location further detailing directionality. Examples: ""ANTERIOR"", ""LOWER"", ""PROXIMAL""."
Findings,MK,25.0,Findings,MK,MKMETHOD,Method of Test or Examination,Char,C85492,,,,Record Qualifier,Perm,"Method of the test or examination. Examples: ""X-RAY"", ""MRI"", ""CT SCAN""."
Findings,MK,26.0,Findings,MK,MKLOBXFL,Last Observation Before Exposure Flag,Char,C66742,,,,Record Qualifier,Exp,"Operationally derived indicator used to identify the last non-missing value prior to RFXSTDTC. The value should be ""Y"" or null."
Findings,MK,27.0,Findings,MK,MKBLFL,Baseline Flag,Char,C66742,,,,Record Qualifier,Perm,"Indicator used to identify a baseline value. Should be ""Y"" or null. Note that MKBLFL is retained for backward compatibility. The authoritative baseline for statistical analysis is in an ADaM dataset."
Findings,MK,28.0,Findings,MK,MKDRVFL,Derived Flag,Char,C66742,,,,Record Qualifier,Perm,"Used to indicate a derived record (e.g., a record that represents the average of other records such as a computed baseline). Should be ""Y"" or null."
Findings,MK,29.0,Findings,MK,MKEVAL,Evaluator,Char,C78735,,,,Record Qualifier,Perm,"Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Examples: ""ADJUDICATION COMMITTEE"", ""INDEPENDENT ASSESSOR"", ""RADIOLOGIST""."
Findings,MK,30.0,Findings,MK,MKEVALID,Evaluator Identifier,Char,C96777,,,,Variable Qualifier,Perm,"Used to distinguish multiple evaluators with the same role recorded in MKEVAL. Examples: ""RADIOLOGIST1"" or ""RADIOLOGIST2""."
Findings,MK,31.0,Findings,MK,VISITNUM,Visit Number,Num,,,,,Timing,Exp,"Clinical encounter number. Numeric version of VISIT, used for sorting."
Findings,MK,32.0,Findings,MK,VISIT,Visit Name,Char,,,,,Timing,Perm,Protocol-defined description of a clinical encounter.
Findings,MK,33.0,Findings,MK,VISITDY,Planned Study Day of Visit,Num,,,,,Timing,Perm,Planned study day of VISIT. Should be an integer.
Findings,MK,34.0,Findings,MK,TAETORD,Planned Order of Element within Arm,Num,,,,,Timing,Perm,Number that gives the planned order of the element within the arm for the element in which the assessment was made.
Findings,MK,35.0,Findings,MK,EPOCH,Epoch,Char,C99079,,,,Timing,Perm,Epoch associated with the date/time at which the assessment was made.
Findings,MK,36.0,Findings,MK,MKDTC,Date/Time of Collection,Char,,,ISO 8601 datetime or interval,,Timing,Exp,Collection date and time of an observation.
Findings,MK,37.0,Findings,MK,MKDY,Study Day of Visit/Collection/Exam,Num,,,,,Timing,Perm,Actual study day of visit/collection/exam expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.
Findings,MK,38.0,Findings,MK,MKTPT,Planned Time Point Name,Char,,,,,Timing,Perm,"Text description of time when a measurement or observation should be taken as defined in the protocol. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See MKTPTNUM and MKTPTREF."
Findings,MK,39.0,Findings,MK,MKTPTNUM,Planned Time Point Number,Num,,,,,Timing,Perm,Numeric version of planned time point used in sorting.
Findings,MK,40.0,Findings,MK,MKELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601 duration,,Timing,Perm,"Planned Elapsed time relative to a planned fixed reference (MKTPTREF; e.g., ""PREVIOUS DOSE"", ""PREVIOUS MEAL""). This variable is useful where there are repetitive measures. Not a clock time or a date/time variable, but an interval, represented as ISO duration."
Findings,MK,41.0,Findings,MK,MKTPTREF,Time Point Reference,Char,,,,,Timing,Perm,"Description of the fixed reference point referred to by MKELTM, MKTPTNUM, and MKTPT. Examples: ""PREVIOUS DOSE"", ""PREVIOUS MEAL""."
Findings,MK,42.0,Findings,MK,MKRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601 datetime or interval,,Timing,Perm,Date/time for a fixed reference time point defined by MKTPTREF.
Findings,MS,1.0,Findings,MS,STUDYID,Study Identifier,Char,,,,,Identifier,Req,Unique identifier for a study.
Findings,MS,2.0,Findings,MS,DOMAIN,Domain Abbreviation,Char,,,,MS,Identifier,Req,Two-character abbreviation for the domain.
Findings,MS,3.0,Findings,MS,USUBJID,Unique Subject Identifier,Char,,,,,Identifier,Req,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.
Findings,MS,4.0,Findings,MS,NHOID,Non-host Organism ID,Char,,,,,Identifier,Perm,"Sponsor-defined identifier for a non-host organism which should only be used when the organism is the subject of the TEST. This variable should be populated with an intuitive name based on the identity of the non-host organism as reported by a lab (e.g., ""A/California/7/2009 (H1N1)""). It is not to be used as a qualifier of the result in the record on which it appears."
Findings,MS,5.0,Findings,MS,MSSEQ,Sequence Number,Num,,,,,Identifier,Req,"Sequence number to ensure uniqueness of records within a dataset for a subject (or within a parameter, in the case of the Trial Summary domain). May be any valid number (including decimals) and does not have to start at 1."
Findings,MS,6.0,Findings,MS,MSGRPID,Group ID,Char,,,,,Identifier,Perm,"Optional group identifier, used to link together a block of related records within a subject in a domain. In SDTMIG v3.2 this was an Expected variable. In this version, the core designation has been changed to Permissible."
Findings,MS,7.0,Findings,MS,MSREFID,Reference ID,Char,,,,,Identifier,Perm,"Optional internal or external identifier (e.g., an identifier for the culture/isolate being tested for susceptibility)."
Findings,MS,8.0,Findings,MS,MSSPID,Sponsor-Defined Identifier,Char,,,,,Identifier,Perm,Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database.
Findings,MS,9.0,Findings,MS,MSLNKID,Link ID,Char,,,,,Identifier,Perm,"Identifier used to link related records across domains. This may be a one-to-one or a one-to-many relationship. For example, it may be used to link genetic findings (in the PF domain) about a microbe to the original culture of that microbe (in MB), or to susceptibility records (in MS) if needed."
Findings,MS,10.0,Findings,MS,MSTESTCD,Short Name of Assessment,Char,C128688,,,,Topic,Req,"Short character value for MSTEST used as a column name when converting a dataset from a vertical format to a horizontal format. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in MSTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). MSTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ""MIC"" for Minimum Inhibitory Concentration; ""MICROSUS"" for Microbial Susceptibility."
Findings,MS,11.0,Findings,MS,MSTEST,Name of Assessment,Char,C128687,,,,Synonym Qualifier,Req,"Verbatim name of the test or examination used to obtain the measurement or finding. The value in MSTEST cannot be longer than 40 characters. Examples: ""Minimum Inhibitory Concentration"", ""Microbial Susceptibility""."
Findings,MS,12.0,Findings,MS,MSAGENT,Agent Name,Char,,,,,Variable Qualifier,Exp,"The name of the agent for which resistance is tested. The agent specified may be based on genetic markers or direct phenotypic drug sensitivity testing. Examples: ""Penicillin"", name of study drug."
Findings,MS,13.0,Findings,MS,MSCONC,Agent Concentration,Num,,,,,Variable Qualifier,Perm,Numeric concentration of agent listed in MSAGENT.
Findings,MS,14.0,Findings,MS,MSCONCU,Agent Concentration Units,Char,C71620,,,,Variable Qualifier,Perm,"Units for value of the agent concentration listed in MSCONC. Example: ""mg/L""."
Findings,MS,15.0,Findings,MS,MSTSTDTL,"Measurement, Test or Examination Detail",Char,,,,,Variable Qualifier,Perm,Further description of MSTESTCD and MSTEST.
Findings,MS,16.0,Findings,MS,MSCAT,Category,Char,,,,,Grouping Qualifier,Perm,Used to define a category of MSTEST values.
Findings,MS,17.0,Findings,MS,MSSCAT,Subcategory,Char,,,,,Grouping Qualifier,Perm,Used to define a further categorization of MSCAT values.
Findings,MS,18.0,Findings,MS,MSORRES,Result or Finding in Original Units,Char,,,,,Result Qualifier,Exp,Result of the measurement or finding as originally received or collected.
Findings,MS,19.0,Findings,MS,MSORRESU,Original Units,Char,C71620,,,,Variable Qualifier,Perm,"Unit for MSORRES. Examples: ""ug/mL""."
Findings,MS,20.0,Findings,MS,MSSTRESC,Result or Finding in Standard Format,Char,,,,,Result Qualifier,Exp,"Contains the result value for all findings, copied or derived from MSORRES in a standard format or in standard units. MSSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in MSSTRESN. For example, if various tests have results ""NONE"", ""NEG"", and ""NEGATIVE"" in MSORRES and these results effectively have the same meaning, they could be represented in standard format in MSSTRESC as ""NEGATIVE""."
Findings,MS,21.0,Findings,MS,MSSTRESN,Numeric Result/Finding in Standard Units,Num,,,,,Result Qualifier,Perm,Used for continuous or numeric results or findings in standard format; copied in numeric format from MSSTRESC. MSSTRESN should store all numeric test results or findings.
Findings,MS,22.0,Findings,MS,MSSTRESU,Standard Units,Char,C71620,,,,Variable Qualifier,Perm,"Standardized units used for MSSTRESC and MSSTRESN. Example: ""mol/L""."
Findings,MS,23.0,Findings,MS,MSNRIND,Normal/Reference Range Indicator,Char,C78736,,,,Variable Qualifier,Perm,"Used to indicate the value is outside the normal range or reference range. May be defined by MSORNRLO and MSORNRHI or other objective criteria. Examples: ""Y"", ""N"", ""HIGH"", ""LOW"", ""NORMAL"". ""ABNORMAL""."
Findings,MS,24.0,Findings,MS,MSRESCAT,Result Category,Char,C85495,,,,Variable Qualifier,Perm,"Used to categorize the result of a finding. In SDTMIG v3.2, MSRESCAT was used to categorize a numeric susceptibility result represented in MSORRES as either ""SUSCEPTIBLE"", ""INTERMEDIATE"", or ""RESISTANT"". However, results from some susceptibility tests may report only a categorical result and not a numeric result. Thus, in order for susceptibility results to be represented consistently, MSRESCAT should no longer be used for this purpose. In this version, the core designation has been changed from Expected to Permissible."
Findings,MS,25.0,Findings,MS,MSSTAT,Completion Status,Char,C66789,,,,Record Qualifier,Perm,"Used to indicate that a question was not asked or a test was not done, or a test was attempted but did not generate a result. Should be null or have a value of ""NOT DONE""."
Findings,MS,26.0,Findings,MS,MSREASND,Reason Not Done,Char,,,,,Record Qualifier,Perm,"Reason not done. Used in conjunction with MSSTAT when value is ""NOT DONE""."
Findings,MS,27.0,Findings,MS,MSXFN,External File Path,Char,,,,,Record Qualifier,Perm,Filename for an external file.
Findings,MS,28.0,Findings,MS,MSNAM,Laboratory/Vendor Name,Char,,,,,Record Qualifier,Perm,"Name or identifier of the vendor (e.g., laboratory) that provided the test results."
Findings,MS,29.0,Findings,MS,MSLOINC,LOINC Code,Char,,,,,Synonym Qualifier,Perm,Logical Observation Identifiers Names and Codes (LOINC) code for the topic variable such as a lab test.
Findings,MS,30.0,Findings,MS,MSSPEC,Specimen Material Type,Char,C78734,,,,Record Qualifier,Perm,"Defines the type of specimen used for a measurement. Example: ""SPUTUM""."
Findings,MS,31.0,Findings,MS,MSSPCCND,Specimen Condition,Char,C78733,,,,Record Qualifier,Perm,"Defines the condition of the specimen. Example: ""CLOUDY""."
Findings,MS,32.0,Findings,MS,MSLOC,Location Used for the Measurement,Char,C74456,,,,Record Qualifier,Perm,Anatomical location of the subject relevant to the collection of the measurement.
Findings,MS,33.0,Findings,MS,MSLAT,Laterality,Char,C99073,,,,Variable Qualifier,Perm,"Qualifier for anatomical location or specimen further detailing laterality. Examples: ""RIGHT"", ""LEFT"", ""BILATERAL""."
Findings,MS,34.0,Findings,MS,MSDIR,Directionality,Char,C99074,,,,Variable Qualifier,Perm,"Qualifier for anatomical location or specimen further detailing directionality. Examples: ""ANTERIOR"", ""LOWER"", ""PROXIMAL""."
Findings,MS,35.0,Findings,MS,MSMETHOD,Method of Test or Examination,Char,C85492,,,,Record Qualifier,Perm,"Method of the test or examination. Examples: ""EPSILOMETER"", ""MACRO BROTH DILUTION""."
Findings,MS,36.0,Findings,MS,MSANMETH,Analysis Method,Char,,,,,Record Qualifier,Perm,"Analysis method applied to obtain a summarized result. Analysis method describes the method of secondary processing applied to a complex observation result (e.g., an image or a genetic sequence)."
